,iso,year,gdpPerc
757,MLI,1980,0.01772653723
758,MLT,1980,0.008818558358
759,MMR,1980,0.08680952185
760,MNE,1980,0.02951534111
761,MNG,1980,0.01961535306
762,MOZ,1980,0.01209243344
763,MRT,1980,0.01080139715
764,MUS,1980,0.01247952108
765,MWI,1980,0.01550741973
766,MYS,1980,0.2517613763
767,NAM,1980,0.01848031523
768,NER,1980,0.02057668823
769,NGA,1980,0.6850924607
770,NIC,1980,0.03739606129
771,NLD,1980,1.007880053
772,NOR,1980,0.4998614236
773,NPL,1980,0.0402982423
774,NZL,1980,0.1735660442
775,OMN,1980,0.07181810676
776,PAK,1980,0.521195108
777,PAN,1980,0.03830539607
778,PER,1980,0.334605945
779,PHL,1980,0.610471951
780,POL,1980,1.069761641
781,PRI,1980,0.1564956775
782,PRK,1980,0.1084169886
783,PRT,1980,0.3665523693
784,PRY,1980,0.04672693208
785,PSE,1980,0.01081556267
786,QAT,1980,0.2097501672
787,ROU,1980,0.6358459244
788,RUS,1980,7.377985498
789,RWA,1980,0.01360173723
790,SAU,1980,1.707420679
791,SDN,1980,0.1120764917
792,SEN,1980,0.02792789806
793,SGP,1980,0.1114801395
794,SLE,1980,0.01441509928
795,SLV,1980,0.0644410489
796,SRB,1980,0.4093034225
797,STP,1980,0.0008834867557
798,SVK,1980,0.05592905824
799,SVN,1980,0.09544998516
800,SWE,1980,0.5647209316
801,SWZ,1980,0.007394708201
802,SYC,1980,0.001842487041
803,SYR,1980,0.11391516
804,TCD,1980,0.008707297089
805,TGO,1980,0.01367015184
806,THA,1980,0.4512327624
807,TJK,1980,0.05721647775
808,TKM,1980,0.06660150607
809,TTO,1980,0.04285855223
810,TUN,1980,0.08536896123
811,TUR,1980,0.9150954266
812,TWN,1980,0.3727907348
813,TZA,1980,0.08364270685
814,UGA,1980,0.02968974397
815,UKR,1980,1.617357617
816,URY,1980,0.08177899846
817,USA,1980,18.16108484
818,UZB,1980,0.2309998253
819,VEN,1980,0.7299601872
820,VNM,1980,0.1615829438
821,YEM,1980,0.08925800766
822,ZAF,1980,0.8205466917
823,ZMB,1980,0.04198352977
824,ZWE,1980,0.0411866789
825,AFG,2000,0.02605345139
826,AGO,2000,0.0640560655
827,ALB,2000,0.02545071253
828,ARE,2000,0.5891174834
829,ARG,2000,0.8908399646
830,ARM,2000,0.01716448959
831,AUS,2000,1.169345
832,AUT,2000,0.462476531
833,AZE,2000,0.06078071512
834,BDI,2000,0.007419208303
835,BEL,2000,0.5538847155
836,BEN,2000,0.01794586423
837,BFA,2000,0.01872652869
838,BGD,2000,0.3638188906
839,BGR,2000,0.1098381185
840,BHR,2000,0.04401220912
841,BIH,2000,0.03814487504
842,BLR,2000,0.1269664526
843,BOL,2000,0.05552117946
844,BRA,2000,3.134910696
845,BRB,2000,0.004847357073
846,BWA,2000,0.02681316589
847,CAF,2000,0.006029803259
848,CAN,2000,1.853701921
849,CHE,2000,0.6094956571
850,CHL,2000,0.3427731365
851,CHN,2000,8.344953862
852,CIV,2000,0.07759634632
853,CMR,2000,0.05785956046
854,COD,2000,0.04556584456
855,COG,2000,0.02486069198
856,COL,2000,0.5205085867
857,COM,2000,0.001210150645
858,CPV,2000,0.002967541287
859,CRI,2000,0.0562719269
860,CSK,2000,0.4140484
861,CUB,2000,0.08588248719
862,CYP,2000,0.03179342703
863,CZE,2000,0.3167213753
864,DEU,2000,4.89789397
865,DJI,2000,0.001902522237
866,DMA,2000,0.000796666924
867,DNK,2000,0.3501387823
868,DOM,2000,0.1105452821
869,DZA,2000,0.5070001498
870,ECU,2000,0.1464287252
871,EGY,2000,0.9172102158
872,ESP,2000,1.91089533
873,EST,2000,0.03031789434
874,ETH,2000,0.07738793872
875,FIN,2000,0.269209745
876,FRA,2000,3.26020796
877,GAB,2000,0.03433633969
878,GBR,2000,2.951311185
879,GEO,2000,0.03529670201
880,GHA,2000,0.06188335574
881,GIN,2000,0.01595803656
882,GMB,2000,0.003349387795
883,GNB,2000,0.002579587331
884,GNQ,2000,0.01061575523
885,GRC,2000,0.3919576647
886,GTM,2000,0.1002311085
887,HKG,2000,0.3140390597
888,HND,2000,0.03650903524
889,HRV,2000,0.1082652217
890,HTI,2000,0.02359633024
891,HUN,2000,0.2640006471
892,IDN,2000,1.889702769
893,IND,2000,3.982169234
894,IRL,2000,0.2635517686
895,IRN,2000,1.278388594
896,IRQ,2000,0.3057246605
897,ISL,2000,0.01407633015
898,ISR,2000,0.2428897927
899,ITA,2000,3.176472326
900,JAM,2000,0.02994680294
901,JOR,2000,0.06367828115
902,JPN,2000,6.60814201
903,KAZ,2000,0.2388634881
904,KEN,2000,0.1120251847
905,KGZ,2000,0.02214779815
906,KHM,2000,0.02498606827
907,KOR,2000,1.589059202
908,KWT,2000,0.2362748911
909,LAO,2000,0.02086735188
910,LBN,2000,0.06469943862
911,LBR,2000,0.002399261368
912,LBY,2000,0.1762490046
913,LCA,2000,0.002184946745
914,LKA,2000,0.1731054378
915,LSO,2000,0.004614226143
916,LTU,2000,0.05958093925
917,LUX,2000,0.03316040496
918,LVA,2000,0.0388617285
919,MAR,2000,0.2203048654
920,MDA,2000,0.01625519785
921,MDG,2000,0.03478868225
922,MEX,2000,2.146330727
923,MKD,2000,0.02706159858
924,MLI,2000,0.01824916926
925,MLT,2000,0.01269687693
926,MMR,2000,0.1142117837
927,MNE,2000,0.01116623359
928,MNG,2000,0.01925603972
929,MOZ,2000,0.01390367716
930,MRT,2000,0.009587161506
931,MUS,2000,0.02198859418
932,MWI,2000,0.01651677655
933,MYS,2000,0.5221762089
934,NAM,2000,0.01798118958
935,NER,2000,0.01158503095
936,NGA,2000,0.5421591075
937,NIC,2000,0.02667784567
938,NLD,2000,1.015022421
939,NOR,2000,0.534756069
940,NPL,2000,0.06112192737
941,NZL,2000,0.1637076561
942,OMN,2000,0.16111298
943,PAK,2000,0.814903809
944,PAN,2000,0.04670004348
945,PER,2000,0.253516019
946,PHL,2000,0.5607386093
947,POL,2000,0.8621678966
948,PRI,2000,0.1956283516
949,PRK,2000,0.0583961069
950,PRT,2000,0.3938486696
951,PRY,2000,0.04336776916
952,PSE,2000,0.0193239192
953,QAT,2000,0.1127131643
954,ROU,2000,0.3560190241
955,RUS,2000,3.142219874
956,RWA,2000,0.009842026746
957,SAU,2000,1.410885943
958,SDN,2000,0.1257590842
959,SEN,2000,0.03029907015
960,SGP,2000,0.273447503
961,SLE,2000,0.005013325009
962,SLV,2000,0.05916910154
963,SRB,2000,0.1126155287
964,STP,2000,0.0005182477655
965,SVK,2000,0.1147003417
966,SVN,2000,0.06416568551
967,SWE,2000,0.4937021232
968,SWZ,2000,0.01102561394
969,SYC,2000,0.00234112856
970,SYR,2000,0.1323160881
971,TCD,2000,0.009978068185
972,TGO,2000,0.01009976896
973,THA,2000,0.8768425089
974,TJK,2000,0.01632814319
975,TKM,2000,0.03275329066
976,TTO,2000,0.03234855621
977,TUN,2000,0.1161702862
978,TUR,2000,1.428076745
979,TWN,2000,0.8955027142
980,TZA,2000,0.08168308778
981,UGA,2000,0.04486097874
982,UKR,2000,0.4796569205
983,URY,2000,0.06624651683
984,USA,2000,20.47494218
985,UZB,2000,0.1552348861
986,VEN,2000,0.5555607714
987,VNM,2000,0.3328768308
988,YEM,2000,0.1224076701
989,ZAF,2000,0.6615579834
990,ZMB,2000,0.03289697351
991,ZWE,2000,0.04195229936
992,AFG,2010,0.05392029583
993,AGO,2010,0.1300639175
994,ALB,2010,0.03048464128
995,ARE,2010,0.6024812072
996,ARG,2010,0.8666051181
997,ARM,2010,0.02609175374
998,AUS,2010,1.099195607
999,AUT,2010,0.3739516825
1000,AZE,2010,0.160269102
1001,BDI,2010,0.007156270436
1002,BEL,2010,0.452108512
1003,BEN,2010,0.01828065055
1004,BFA,2010,0.02320218767
1005,BGD,2010,0.4453793952
1006,BGR,2010,0.119771354
1007,BHR,2010,0.05165573041
1008,BIH,2010,0.0388396947
1009,BLR,2010,0.1805720359
1010,BOL,2010,0.05634648956
1011,BRA,2010,3.133601522
1012,BRB,2010,0.003717264171
1013,BWA,2010,0.02787812747
1014,CAF,2010,0.004844860207
1015,CAN,2010,1.55099723
1016,CHE,2010,0.5102377205
1017,CHL,2010,0.3526280088
1018,CHN,2010,13.97885565
1019,CIV,2010,0.06028254083
1020,CMR,2010,0.05580147672
1021,COD,2010,0.05006620814
1022,COG,2010,0.02734595382
1023,COL,2010,0.5404008117
1024,COM,2010,0.001127240002
1025,CPV,2010,0.003436489855
1026,CRI,2010,0.05969861592
1027,CSK,2010,0.4300647953
1028,CUB,2010,0.08287850313
1029,CYP,2010,0.02987806647
1030,CZE,2010,0.3014795429
1031,DEU,2010,3.730538821
1032,DJI,2010,0.002063340464
1033,DMA,2010,0.000717705665
1034,DNK,2010,0.2632358595
1035,DOM,2010,0.1239281418
1036,DZA,2010,0.5151049833
1037,ECU,2010,0.1526517185
1038,EGY,2010,1.007971416
1039,ESP,2010,1.66036149
1040,EST,2010,0.02913869989
1041,ETH,2010,0.1124042973
1042,FIN,2010,0.2218391035
1043,FRA,2010,2.576659807
1044,GAB,2010,0.02652909167
1045,GBR,2010,2.405134989
1046,GEO,2010,0.04523253222
1047,GHA,2010,0.07559391552
1048,GIN,2010,0.01485024843
1049,GMB,2010,0.003444329189
1050,GNB,2010,0.002294120619
1051,GNQ,2010,0.03023414301
1052,GRC,2010,0.3248261088
1053,GTM,2010,0.09698364449
1054,HKG,2010,0.3259207761
1055,HND,2010,0.03810028527
1056,HRV,2010,0.09613735682
1057,HTI,2010,0.0165965464
1058,HUN,2010,0.224607928
1059,IDN,2010,2.225357877
1060,IND,2010,5.789961283
1061,IRL,2010,0.2460450259
1062,IRN,2010,1.50062407
1063,IRQ,2010,0.387973034
1064,ISL,2010,0.01262668182
1065,ISR,2010,0.2315738874
1066,ITA,2010,2.281431996
1067,JAM,2010,0.02219811114
1068,JOR,2010,0.08169537133
1069,JPN,2010,4.903418638
1070,KAZ,2010,0.3683473618
1071,KEN,2010,0.1177812169
1072,KGZ,2010,0.02288734181
1073,KHM,2010,0.03756493588
1074,KOR,2010,1.705534123
1075,KWT,2010,0.2574657909
1076,LAO,2010,0.0289980556
1077,LBN,2010,0.07973316751
1078,LBR,2010,0.003393257036
1079,LBY,2010,0.2109500561
1080,LCA,2010,0.001817124492
1081,LKA,2010,0.1982219442
1082,LSO,2010,0.004770323896
1083,LTU,2010,0.06346947635
1084,LUX,2010,0.03007552341
1085,LVA,2010,0.03921533002
1086,MAR,2010,0.2485821021
1087,MDA,2010,0.0186744249
1088,MDG,2010,0.03126959775
1089,MEX,2010,1.814713638
1090,MKD,2010,0.02525034835
1091,MLI,2010,0.02236623816
1092,MLT,2010,0.01083343906
1093,MMR,2010,0.211703075
1094,MNE,2010,0.01109826658
1095,MNG,2010,0.02511355669
1096,MOZ,2010,0.02123578726
1097,MRT,2010,0.01072411364
1098,MUS,2010,0.0227282409
1099,MWI,2010,0.01847727235
1100,MYS,2010,0.569137666
1101,NAM,2010,0.01899155202
1102,NER,2010,0.01360325365
1103,NGA,2010,0.8839353389
1104,NIC,2010,0.02455220146
1105,NLD,2010,0.804544467
1106,NOR,2010,0.4346708426
1107,NPL,2010,0.06296624471
1108,NZL,2010,0.1492711764
1109,OMN,2010,0.1551325788
1110,PAK,2010,0.8594292504
1111,PAN,2010,0.05701453183
1112,PER,2010,0.3037377579
1113,PHL,2010,0.6217101249
1114,POL,2010,0.8821065477
1115,PRI,2010,0.1379063461
1116,PRK,2010,0.04579036888
1117,PRT,2010,0.2952019954
1118,PRY,2010,0.05017977409
1119,PSE,2010,0.0190020693
1120,QAT,2010,0.2689335237
1121,ROU,2010,0.4079188838
1122,RUS,2010,3.508039933
1123,RWA,2010,0.01505853583
1124,SAU,2010,1.364722117
1125,SDN,2010,0.168794778
1126,SEN,2010,0.03153876251
1127,SGP,2010,0.3347286055
1128,SLE,2010,0.008197359078
1129,SLV,2010,0.04965156955
1130,SRB,2010,0.1207177827
1131,STP,2010,0.0006008969474
1132,SVK,2010,0.1288099932
1133,SVN,2010,0.058065896
1134,SWE,2010,0.4405780942
1135,SWZ,2010,0.01091947174
1136,SYC,2010,0.001996091855
1137,SYR,2010,0.1429733087
1138,TCD,2010,0.02012380506
1139,TGO,2010,0.008707617981
1140,THA,2010,0.9565145436
1141,TJK,2010,0.02440197942
1142,TKM,2010,0.07905400469
1143,TTO,2010,0.04025061443
1144,TUN,2010,0.1243429836
1145,TUR,2010,1.416889886
1146,TWN,2010,0.9375204279
1147,TZA,2010,0.1050742825
1148,UGA,2010,0.06679476062
1149,UKR,2010,0.4909607965
1150,URY,2010,0.0599827264
1151,USA,2010,16.78158845
1152,UZB,2010,0.2111018254
1153,VEN,2010,0.5244800007
1154,VNM,2010,0.4484993887
1155,YEM,2010,0.1294650326
1156,ZAF,2010,0.6475511452
1157,ZMB,2010,0.04699040238
1158,ZWE,2010,0.01797685272
1159,AGO,2018,0.1484851434
1160,ALB,2018,0.02929806898
1161,ARE,2018,0.5447646025
1162,ARG,2018,0.653052932
1163,ARM,2018,0.02551188329
1164,AUS,2018,0.9572297918
1165,AUT,2018,0.3420387167
1166,AZE,2018,0.1326241876
1167,BDI,2018,0.0064527544
1168,BEL,2018,0.4106686741
1169,BEN,2018,0.02047788019
1170,BFA,2018,0.02915277518
1171,BGD,2018,0.5241388645
1172,BGR,2018,0.1139624801
1173,BHR,2018,0.05535523139
1174,BIH,2018,0.03635165601
1175,BLR,2018,0.1406785926
1176,BOL,2018,0.06645909697
1177,BRA,2018,2.500762831
1178,BRB,2018,0.004053697234
1179,BWA,2018,0.03167405007
1180,CAF,2018,0.00269135412
1181,CAN,2018,1.386273859
1182,CHE,2018,0.4099849385
1183,CHL,2018,0.3428933861
1184,CHN,2018,18.8488802
1185,CIV,2018,0.07870821963
1186,CMR,2018,0.07048031676
1187,COD,2018,0.05724576022
1188,COG,2018,0.02236669969
1189,COL,2018,0.5598939612
1190,COM,2018,0.0009931259089
1191,CPV,2018,0.00295801099
1192,CRI,2018,0.06611210117
1193,CUB,2018,0.1142103342
1194,CYP,2018,0.0246691792
1195,CZE,2018,0.2968267024
1196,DEU,2018,3.176806371
1197,DJI,2018,0.003018692522
1198,DMA,2018,0.000632626332
1199,DNK,2018,0.2281112781
1200,DOM,2018,0.1398213591
1201,DZA,2018,0.4936570783
1202,ECU,2018,0.1489688863
1203,EGY,2018,0.9640671474
1204,ESP,2018,1.376017826
1205,EST,2018,0.03311587745
1206,ETH,2018,0.1645110504
1207,FIN,2018,0.1917023592
1208,FRA,2018,2.208465877
1209,GAB,2018,0.02842288746
1210,GBR,2018,2.252054019
1211,GEO,2018,0.03191335752
1212,GHA,2018,0.1051910074
1213,GIN,2018,0.02256327366
1214,GMB,2018,0.00286485202
1215,GNB,2018,0.002541786965
1216,GNQ,2018,0.02243507324
1217,GRC,2018,0.22665834
1218,GTM,2018,0.108230212
1219,HKG,2018,0.3586193041
1220,HND,2018,0.03645763502
1221,HRV,2018,0.07891163096
1222,HTI,2018,0.01553789073
1223,HUN,2018,0.2245216663
1224,IDN,2018,2.598195149
1225,IND,2018,7.744159949
1226,IRL,2018,0.2866561359
1227,IRN,2018,1.23126246
1228,IRQ,2018,0.5073317896
1229,ISL,2018,0.01439263365
1230,ISR,2018,0.2503326839
1231,ITA,2018,1.786259165
1232,JAM,2018,0.02011635501
1233,JOR,2018,0.07042818193
1234,JPN,2018,4.190444347
1235,KAZ,2018,0.3604995769
1236,KEN,2018,0.1320293377
1237,KGZ,2018,0.01824719291
1238,KHM,2018,0.05243397118
1239,KOR,2018,1.626435977
1240,KWT,2018,0.2276087324
1241,LAO,2018,0.03921223468
1242,LBN,2018,0.06927694217
1243,LBR,2018,0.003057152647
1244,LBY,2018,0.07901760997
1245,LCA,2018,0.001897366194
1246,LKA,2018,0.2183355688
1247,LSO,2018,0.005058788516
1248,LTU,2018,0.07074953764
1249,LUX,2018,0.04474194607
1250,LVA,2018,0.03287742467
1251,MAR,2018,0.2352691348
1252,MDA,2018,0.01606949513
1253,MDG,2018,0.03172533024
1254,MEX,2018,1.848650035
1255,MKD,2018,0.02381109107
1256,MLI,2018,0.03283640053
1257,MLT,2018,0.01503278108
1258,MMR,2018,0.267009849
1259,MNE,2018,0.008780874
1260,MNG,2018,0.03216975836
1261,MOZ,2018,0.02921345671
1262,MRT,2018,0.01361488445
1263,MUS,2018,0.02232567555
1264,MWI,2018,0.01744294895
1265,MYS,2018,0.7458999485
1266,NAM,2018,0.02045736812
1267,NER,2018,0.01752072387
1268,NGA,2018,0.8709081766
1269,NIC,2018,0.02691183186
1270,NLD,2018,0.719204348
1271,NOR,2018,0.276998371
1272,NPL,2018,0.06407456919
1273,NZL,2018,0.1456946477
1274,OMN,2018,0.1490167478
1275,PAK,2018,0.8760361933
1276,PAN,2018,0.07876804649
1277,PER,2018,0.3060571325
1278,PHL,2018,0.7080081781
1279,POL,2018,0.8991122687
1280,PRT,2018,0.2530676262
1281,PRY,2018,0.07210760741
1282,QAT,2018,0.2601442893
1283,ROU,2018,0.3940026196
1284,RUS,2018,2.982796405
1285,RWA,2018,0.02026421282
1286,SAU,2018,1.370808615
1287,SDN,2018,0.1529208779
1288,SEN,2018,0.0350927279
1289,SGP,2018,0.4161385586
1290,SLE,2018,0.009144963189
1291,SLV,2018,0.03989340624
1292,SRB,2018,0.0838576031
1293,STP,2018,0.0005717738667
1294,SVK,2018,0.1445246052
1295,SVN,2018,0.05600648951
1296,SWE,2018,0.3987887686
1297,SWZ,2018,0.008974029298
1298,SYC,2018,0.002195645835
1299,SYR,2018,0.05640818416
1300,TCD,2018,0.02263164722
1301,TGO,2018,0.00982015206
1302,THA,2018,0.9794511976
1303,TJK,2018,0.01910186236
1304,TKM,2018,0.04985286942
1305,TTO,2018,0.03338167965
1306,TUN,2018,0.1072798196
1307,TUR,2018,1.733566229
1308,TWN,2018,0.9281710302
1309,TZA,2018,0.1318635318
1310,UGA,2018,0.0646420697
1311,UKR,2018,0.2905876154
1312,URY,2018,0.0607806731
1313,USA,2018,15.25414047
1314,UZB,2018,0.1729944994
1315,VEN,2018,0.2575973743
1316,VNM,2018,0.5279293235
1317,YEM,2018,0.04502227765
1318,ZAF,2018,0.5886023083
1319,ZMB,2018,0.05418347956
1320,ZWE,2018,0.02681098086
1321,AGO,2025,0.1448682098
1322,ALB,2025,0.02862204919
1323,ARE,2025,0.5611176623
1324,ARG,2025,0.6083656704
1325,ARM,2025,0.0272699065
1326,AUS,2025,0.8887826459
1327,AUT,2025,0.3009221727
1328,AZE,2025,0.12287252
1329,BDI,2025,0.0065947391
1330,BEL,2025,0.3526221617
1331,BEN,2025,0.0240487684
1332,BFA,2025,0.03147203091
1333,BGD,2025,0.6746821674
1334,BGR,2025,0.1069914129
1335,BHR,2025,0.05522150452
1336,BIH,2025,0.03417756359
1337,BLR,2025,0.129902862
1338,BOL,2025,0.0697931884
1339,BRA,2025,2.329524862
1340,BRB,2025,0.003683126006
1341,BWA,2025,0.0318290461
1342,CAF,2025,0.002595103477
1343,CAN,2025,1.25115318
1344,CHE,2025,0.3614965422
1345,CHL,2025,0.334940631
1346,CHN,2025,21.2864116
1347,CIV,2025,0.09305520986
1348,CMR,2025,0.07595689282
1349,COD,2025,0.06206123757
1350,COG,2025,0.02293914352
1351,COL,2025,0.55169065
1352,COM,2025,0.001025029765
1353,CPV,2025,0.003056488763
1354,CRI,2025,0.06705535636
1355,CUB,2025,0.1116679425
1356,CYP,2025,0.02288850619
1357,CZE,2025,0.2759797853
1358,DEU,2025,2.796774438
1359,DJI,2025,0.003278843831
1360,DMA,2025,0.0005712748544
1361,DNK,2025,0.2031695277
1362,DOM,2025,0.1434557042
1363,DZA,2025,0.4857378682
1364,ECU,2025,0.1325778652
1365,EGY,2025,1.121398981
1366,ESP,2025,1.236362546
1367,EST,2025,0.03217971358
1368,ETH,2025,0.2032867948
1369,FIN,2025,0.1719075057
1370,FRA,2025,1.940934568
1371,GAB,2025,0.02784288068
1372,GBR,2025,1.989340279
1373,GEO,2025,0.03407210481
1374,GHA,2025,0.1187047792
1375,GIN,2025,0.02441115351
1376,GMB,2025,0.003146842754
1377,GNB,2025,0.002826430993
1378,GNQ,2025,0.01790784617
1379,GRC,2025,0.2045141308
1380,GTM,2025,0.1062909589
1381,HKG,2025,0.3346717104
1382,HND,2025,0.03623011293
1383,HRV,2025,0.07381870993
1384,HTI,2025,0.01495422236
1385,HUN,2025,0.2031022975
1386,IDN,2025,2.888207449
1387,IND,2025,9.825014817
1388,IRL,2025,0.2772571582
1389,IRN,2025,1.004653818
1390,IRQ,2025,0.5299087463
1391,ISL,2025,0.01367210346
1392,ISR,2025,0.2486843425
1393,ITA,2025,1.50326626
1394,JAM,2025,0.01861828612
1395,JOR,2025,0.06983868477
1396,JPN,2025,3.524877014
1397,KAZ,2025,0.3545718362
1398,KEN,2025,0.1573414204
1399,KGZ,2025,0.01834838529
1400,KHM,2025,0.06176570296
1401,KOR,2025,1.558394987
1402,KWT,2025,0.2239651592
1403,LAO,2025,0.04749042486
1404,LBN,2025,0.06801306473
1405,LBR,2025,0.003204213171
1406,LBY,2025,0.08758879023
1407,LCA,2025,0.001757830863
1408,LKA,2025,0.2420890643
1409,LSO,2025,0.004812936362
1410,LTU,2025,0.06676626669
1411,LUX,2025,0.04242996186
1412,LVA,2025,0.03189196851
1413,MAR,2025,0.2447338986
1414,MDA,2025,0.01585586536
1415,MDG,2025,0.03309130248
1416,MEX,2025,1.701595217
1417,MKD,2025,0.0228285703
1418,MLI,2025,0.03469235319
1419,MLT,2025,0.01525726279
1420,MMR,2025,0.3197967528
1421,MNE,2025,0.00835579534
1422,MNG,2025,0.0398457884
1423,MOZ,2025,0.03063800313
1424,MRT,2025,0.01355930018
1425,MUS,2025,0.02285657919
1426,MWI,2025,0.01881071317
1427,MYS,2025,0.823184167
1428,NAM,2025,0.01986943695
1429,NER,2025,0.01890878865
1430,NGA,2025,0.8349985221
1431,NIC,2025,0.02350364434
1432,NLD,2025,0.6391570813
1433,NOR,2025,0.2483481917
1434,NPL,2025,0.06691126719
1435,NZL,2025,0.1345571209
1436,OMN,2025,0.1456772023
1437,PAK,2025,0.8551675686
1438,PAN,2025,0.08568793101
1439,PER,2025,0.3165867988
1440,PHL,2025,0.8208801896
1441,POL,2025,0.8760089165
1442,PRT,2025,0.2229351932
1443,PRY,2025,0.07441879095
1444,QAT,2025,0.2509473095
1445,ROU,2025,0.3892625961
1446,RUS,2025,2.648868098
1447,RWA,2025,0.02226849463
1448,SAU,2025,1.270924224
1449,SDN,2025,0.1459387611
1450,SEN,2025,0.04089532281
1451,SGP,2025,0.396187302
1452,SLE,2025,0.009685831651
1453,SLV,2025,0.03633453714
1454,SRB,2025,0.08304604867
1455,STP,2025,0.0006167309765
1456,SVK,2025,0.1393008807
1457,SVN,2025,0.05327989765
1458,SWE,2025,0.370975994
1459,SWZ,2025,0.008387693061
1460,SYC,2025,0.002332917826
1461,SYR,2025,0.06355132111
1462,TCD,2025,0.02323508631
1463,TGO,2025,0.01114631314
1464,THA,2025,0.9640804193
1465,TJK,2025,0.01917530814
1466,TKM,2025,0.05010820299
1467,TTO,2025,0.03045133684
1468,TUN,2025,0.1044541468
1469,TUR,2025,1.760989025
1470,TWN,2025,0.8329816175
1471,TZA,2025,0.1481572606
1472,UGA,2025,0.07313523672
1473,UKR,2025,0.2700635317
1474,URY,2025,0.05998187972
1475,USA,2025,13.67528578
1476,UZB,2025,0.1932421321
1477,VEN,2025,0.2156743365
1478,VNM,2025,0.6258455107
1479,YEM,2025,0.0331339701
1480,ZAF,2025,0.5680800171
1481,ZMB,2025,0.05611196816
1482,ZWE,2025,0.02790639268